자치구별,2018년 1월,2018년 2월,2018년 3월,2018년 4월,2018년 5월,2018년 6월,2018년 7월,2018년 8월,2018년 9월,2018년 10월,2018년 11월,2018년 12월
서울특별시,5.809008502298677,6.57304313504903,6.992101679956391,5.777400510584341,5.797584697360863,5.347105666871074,5.527292658483059,5.731908639822467,4.524781042299304,6.455978347396911,6.1503878803782595,5.73779488483227
종로구,5.353307414154047,7.078972407231208,7.376927137616914,5.254749042067779,5.213315088536939,4.647342339284502,4.967778774777715,5.441890183390203,4.172546678245767,5.716843933145213,4.859387082332831,5.030175628941479
중구,5.888962326503635,6.699731417555076,7.121159877181748,5.83824229197775,5.906433706135682,5.224992224713952,5.136307818256243,5.084496212802853,4.378429579304939,6.051074786916772,5.399068676935101,5.471366784820006
용산구,5.903925763342873,6.3945326930181015,7.3449035457201575,5.610576258694551,5.767742648684501,5.6037819307751855,5.427813398187044,5.271295001104321,4.4549858885610005,6.386281389496115,5.842772953423047,5.190228861930369
성동구,5.862661652893802,6.675196791475861,8.452316359825483,6.6897526397182325,5.884090724451436,5.276193003405423,6.127205882352941,5.968760531598458,4.7058049710957315,6.6005950818237515,5.990655772356539,5.765656771786108
광진구,5.749551640468404,6.686617471204545,7.1366173709938225,6.047145556484837,5.939182866597674,5.225240864508289,5.343071305016337,5.468691970586051,4.287198387276303,7.0994452979903615,6.287639010332639,5.565600285352324
동대문구,5.127692163420962,6.209138094525128,6.492656817601207,5.042236674889736,5.12032802004013,5.893989064239815,6.535429166460059,6.193821612011063,4.388160165688643,6.55234857163975,6.3107394800453855,5.917068347546657
중랑구,4.753772658273061,4.965851754801662,6.084075723830735,5.881141839630516,5.717925325975702,5.285769937113918,5.163052548426218,5.030181086519115,3.9434804825487104,5.863750603352141,5.589931248613883,4.988061669371949
성북구,5.509818710916395,6.489122480918273,6.534603757864491,5.203862947662083,5.234464863708102,5.119017011612461,5.259941460904247,5.620764471111349,4.215931971040568,5.904873073072001,5.481198898402254,5.051955777300229
강북구,4.2149003559716345,4.685094471658503,5.719615199211955,5.1485687942667955,5.387979210908685,5.122671750927109,5.189542666312686,5.353811323918861,4.209621993127148,5.624729546755259,5.493340031677587,4.446459081557935
도봉구,4.382397660393281,4.672027453432406,5.624859069385142,5.149278155569294,5.813454701438823,4.798633323640593,4.7008143428957485,5.055613196253274,4.1058440475413525,5.92196345343974,5.649029752329609,4.927328423385257
노원구,5.100402530189764,6.167258934654122,6.302322487717833,4.814920194946445,5.007415161825002,4.5267432992437815,4.725828399102644,4.904880066170389,3.8793024323083984,5.647425897035881,5.653327457838736,5.103948909972203
은평구,5.042140988823156,5.457639958090047,6.47541426822854,6.041010471281369,6.155486336972222,5.404648557826939,5.159486655398766,5.56198849920515,4.687400404999241,6.289751267148085,6.445326808398412,5.478022058428983
서대문구,6.122285614484485,7.32601796646357,7.173449091885771,5.6195515682047485,5.137232413127273,4.924305681611908,5.032469890895356,5.097524163352974,4.141218747056735,5.685628417279212,6.256283406021944,5.911987816584746
마포구,5.965115044873987,6.943104543636321,7.272396148491062,5.81974863663847,5.6161523755908185,5.2070403072815425,5.232371091807786,5.422982085052179,4.476418398318936,6.99969738587956,6.476082057477406,5.532013564824208
양천구,5.461081234078686,6.7087282501060965,6.250601781840631,4.992292521478929,5.134675361497023,4.881577902107425,5.364638878173856,5.859507880712099,4.215789533290297,6.126343446698151,5.657118262031783,5.6329250189803854
강서구,5.320606162891559,5.824284690597112,6.55673678537115,5.645164436088172,5.691085434501255,5.216713439351419,5.701354646226232,5.565839620440228,4.4661784918348495,6.315850702859913,6.037263809335704,5.407287342893506
구로구,5.352019035621807,5.6805852087781314,6.777835354670423,5.249284267858389,5.4431823471905405,4.654355895323536,4.663993435257555,4.950149493351327,3.8618181395646087,5.9649163541799695,5.908460632502336,5.2702992630046905
금천구,4.973555927801096,5.203894454635248,6.360208025730488,5.662188099808062,5.4493298847872085,4.674198312434741,4.922790802524797,5.082010284127163,4.0974394515518755,5.755409131267816,7.087031271781051,5.672819553398598
영등포구,6.718338556126158,7.142135989214935,7.798132524409897,6.102328442244342,5.866327857227279,5.213748936572455,5.593452373927513,5.504895006093003,4.520351569843956,6.162905269084596,5.7489176474723624,5.6054008241517375
동작구,6.457094307561598,7.482227761621198,7.443069192827179,5.92165461043109,6.320010110177962,5.784081592872663,5.661855528615216,6.006527720025747,4.722157465898688,6.453352099566977,6.096565793947637,6.709147965864451
관악구,6.377798845933261,7.10635635538388,7.549432187393632,6.128971248374061,6.069147951628826,5.47363881069466,5.710331039255642,6.145097151972758,4.708857272925505,6.261244227485763,5.983147569537284,5.96975082182273
서초구,6.7133864972785116,8.3708991093322,7.916200315683743,6.12575087350901,6.283137092887145,6.251864943650011,7.1494205345554365,8.13974862709956,6.9977919867519205,10.276229092752153,9.109177315694348,7.623266519390694
강남구,7.3734132108966355,8.87415788564519,8.28954367936891,7.199618287498915,7.570633272830945,6.602373887240357,6.8131071036866455,7.272274589626885,5.531647173446695,7.022706138646713,6.4017312610663,7.375805922849962
송파구,6.752075865682161,7.274313192494088,7.446632901894579,6.27007720128494,6.1033477806008065,5.979688810211497,5.872724161278562,5.962781368397593,4.55671877666402,6.8035396919431275,6.233585606380067,6.261029438910754
강동구,7.001883409083219,6.725345564991011,6.954194602512817,5.912594953459431,5.833502240839583,5.275189324624869,5.252873369035753,5.551958106928686,4.4709472889955,6.687397542715182,6.7234805757343326,5.879930266802823
