"행정구역(시군구)별",2019.01,2019.01,2019.02,2019.02,2019.03,2019.03,2019.04,2019.04,2019.05,2019.05,2019.06,2019.06,2019.07,2019.07,2019.08,2019.08,2019.09,2019.09,2019.10,2019.10,2019.11,2019.11,2019.12,2019.12
"행정구역(시군구)별",총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명)
"서울특별시",128937,129031,146401,143367,135592,137242,118129,122867,110881,117209,91828,97933,111288,118365,110592,118002,103969,109435,128067,133127,113012,117720,127797,131783
"종로구",1839,2068,2555,2524,2335,2414,1666,1939,1727,1979,1442,1640,1718,1880,1851,1924,1754,1755,1736,1941,1695,1773,1953,2108
"중구",1659,1534,1951,1839,1672,1729,1486,1524,1409,1548,1685,1366,1856,1616,1773,1786,1481,1502,1599,1742,1427,1519,1625,1679
"용산구",3160,3006,3356,3272,3009,3155,2713,2973,2951,3014,2701,2517,2870,2863,2745,2787,2532,2821,2890,3157,2757,2844,3415,3264
"성동구",3653,4229,4323,5042,3803,4531,3293,3981,3263,3715,2612,3181,2973,3695,3195,3856,2918,3539,3370,4370,3029,3785,3490,4178
"광진구",4652,4855,5356,5452,4649,5241,4226,4814,4453,4694,3606,3920,3821,4565,4193,4460,3750,4154,4510,5050,4136,4677,4839,5206
"동대문구",4464,5089,5805,5785,5206,5924,3955,4412,4031,4076,3843,3682,4259,4266,4082,3974,3539,3614,3857,4275,3998,3974,4621,4589
"중랑구",4083,4310,4001,4427,4370,4846,4206,4900,4020,4683,3642,3951,3976,4801,3816,4487,3718,4110,4622,5478,4059,4729,4933,5210
"성북구",4564,5155,6543,6062,8564,6076,6595,5126,4956,4647,4069,3768,5426,4707,4986,4647,4321,4227,7238,5848,5330,5227,5249,5679
"강북구",3072,3412,2960,3396,3291,4168,3175,3908,3145,3647,2655,3062,2690,3227,2817,3238,2590,2964,4360,4201,3896,3733,3395,3666
"도봉구",2789,3344,2903,3347,3142,3687,3055,3530,3147,3361,2508,2875,2913,3307,2826,3282,2690,3192,3164,3879,3118,3736,3190,3685
"노원구",5082,6108,5937,6901,5518,6156,4114,5375,4107,4871,3251,4043,4203,5398,4505,5745,4371,5012,4988,6402,5098,5501,6009,6583
"은평구",6182,5839,6623,6110,6620,6443,6020,6041,5393,5718,4348,4642,5001,5660,5243,6490,6534,6730,6822,7237,5358,5889,5255,5922
"서대문구",4805,4256,6004,5110,4395,4358,3566,3765,3645,3948,2955,3076,3144,3558,3354,3672,3079,3495,3385,3797,3291,3608,4106,4034
"마포구",5346,5197,5839,5834,5246,5584,4603,4982,4349,4545,3368,3713,4171,4885,4409,5016,5068,4720,5454,5287,4803,4677,5110,5133
"양천구",4491,5133,5397,5954,4346,4923,3960,4499,3743,4412,3076,3564,3978,4354,4223,4575,3716,4255,4508,5252,3884,4326,4934,5486
"강서구",6819,6956,6964,7369,6798,7212,6876,7123,6768,7044,5396,6021,6340,7001,6372,7223,6146,6798,7177,7979,5991,6853,6871,7478
"구로구",4017,4525,4542,5002,5880,4911,5305,4593,4191,4486,3600,3634,4467,4229,4746,4230,4226,3949,4863,4785,4499,4387,4455,4935
"금천구",3080,2868,2936,2952,2916,3092,3006,2839,2821,2872,2386,2451,2523,2805,2286,2579,2317,2524,2479,2854,2569,2717,3097,3175
"영등포구",5106,4937,5737,5482,5586,5332,5007,5018,4629,4570,3853,4040,4454,4661,4164,4590,4219,4486,4706,5186,4328,4679,5085,5272
"동작구",7076,5891,7450,6248,5848,5682,5040,4883,4803,4921,3788,4016,4308,4832,4531,5070,4239,4626,4707,5272,4206,4913,5172,5693
"관악구",8787,8712,9438,9018,9033,8873,7374,7783,7360,7341,6021,6311,8247,8164,7956,7797,6936,7263,7381,8294,7114,7585,7936,8647
"서초구",6246,6673,7166,7309,5574,6464,4826,5384,4472,5145,3904,4378,5222,5311,5340,5481,4566,4962,5312,5623,4779,4992,5928,5912
"강남구",8607,8909,10279,10203,8100,8656,7601,7455,7166,7062,6277,6205,7528,7532,8009,7418,7537,6795,8613,7979,7095,6855,8745,8647
"송파구",14767,10698,17175,12817,14828,11947,11731,10682,9734,9935,7074,7872,8122,9067,7449,8477,7014,7434,8041,9346,7790,8487,9548,9539
"강동구",4591,5327,5161,5912,4863,5838,4730,5338,4598,4975,3768,4005,7078,5981,5721,5198,4708,4508,12285,7893,8762,6254,8836,6063
