자치구별,2021년 1월,2021년 2월,2021년 3월,2021년 4월,2021년 5월,2021년 6월,2021년 7월,2021년 8월,2021년 9월,2021년 10월,2021년 11월,2021년 12월
서울특별시,5.412097021910318,6.6237425510647014,7.032310449747444,5.5569699107230255,5.319616903465769,4.941304755406595,5.254487338218634,5.851251218072022,5.181895270069301,5.05665575374775,5.125556538528129,5.294230216987908
종로구,4.722888355981881,6.3611673234636275,7.206562951169161,5.116072150772466,4.943564141523768,4.806528391703503,5.105305433406396,5.564011959771677,4.760223754955738,4.607881760015214,4.627238876960291,5.235801562032274
중구,5.247461032539595,6.1233127968772045,6.447463370250682,5.172980846032169,5.374958231896511,5.033626405074964,5.455468960810146,5.772216062094092,5.3108255488643366,4.895204150830324,4.803679145732601,5.103984634518805
용산구,5.108283966203748,6.527288732394367,7.391855139483172,5.528599256242252,5.7109775105767095,5.3685624720107485,5.656828055717293,5.896660354158626,5.447169828291823,4.873634833028713,4.699170311178302,5.2343384127670305
성동구,5.231043264488966,6.666029214904603,7.136286364004326,5.205175002207765,5.0726252004990195,4.758365417490449,4.968288312402875,5.462912710862631,4.866290298618333,4.695317320487374,4.642857142857143,4.913843838698383
광진구,5.217801278340425,6.126063801236902,6.756562128686134,5.562022248088992,5.188594441048506,4.805428942781674,5.012061751378273,5.454067080061949,5.209092320739617,5.023305223831605,5.200374565343163,5.1771668780403575
동대문구,4.677538740717748,6.3453954031479745,6.740435380053518,4.86144578313253,4.6661492084694665,4.4009809342918285,4.537709245815083,5.187392303273981,4.654784564803599,4.368301202951941,4.261133603238866,5.1415119576266655
중랑구,4.668009128742113,5.115388534621924,5.811671859670307,5.022700557538634,4.830672446034611,4.506870262004722,4.528685093258288,5.404865836089633,5.126228456524903,4.7254790975984475,5.040589928522915,4.949060911518911
성북구,6.155756426830452,7.345485703793621,7.068285515428041,5.2540487081221405,4.638607542819499,4.314070506883991,4.521200032900148,4.998100362471377,4.389053762448808,4.489919334173815,4.445207726694829,4.700103067937667
강북구,4.313593816382748,4.942382263876899,5.6007201717332595,4.935212359488344,4.646303919194715,4.372945857118146,4.321299364291001,4.822626374386281,4.111417761269394,4.337686244385852,4.447011461654989,4.4231194996402285
도봉구,4.379640821965118,5.106710607739577,5.8449174630755865,5.039085118702953,5.032088153791611,4.689024258058922,4.756300093869593,5.042059280118416,4.376470248661443,4.560960657747647,4.240326012477911,4.382067851373182
노원구,5.398395146027047,6.2813955193781394,6.177049965020803,4.723851259908487,4.40974028664693,4.096225876809527,4.167318577147854,4.735786199407337,4.295136443763261,4.418027541309662,4.480353566742628,5.31470525996191
은평구,4.461954516368595,5.0880123945344575,5.956986719943589,5.15406741742024,5.445210296806865,5.13380947477792,4.697763793369458,5.032148931795668,4.589109211367956,4.843409954886376,5.4090091098119295,5.088234883168538
서대문구,5.1426716755980335,6.746450780241699,6.998184103925128,5.080126077141879,5.028229638325228,4.527809196654239,4.555606739534039,5.128866158959315,4.634268537074148,4.575468087919122,4.737684386306708,5.165440280688076
마포구,5.2939627988775815,6.579984900595588,7.554890782863915,6.680127786901842,5.9115262700216,5.261301609517145,5.378001977576296,5.917947746432571,5.160381194267605,4.921173240668036,5.161502195850982,5.353578596805311
양천구,5.0194546068398305,7.740277785435838,6.953653379971442,5.107228002632991,4.9911306856173425,4.627317525909884,4.911153077339341,5.322008267518806,4.535500135149299,4.780801834275825,4.740987329074786,4.9872108663535535
강서구,5.0538624504982,6.256689876887618,7.189596248906305,5.837401588017887,5.720379993746184,5.202840208559248,5.243034566646765,5.276765342104484,5.215079015788364,5.274496254937681,5.162859895819874,4.925970314372638
구로구,4.596390211493744,5.3096024018445105,5.885783799096802,4.859977116450606,4.632733246020999,4.313262102098104,4.50633304496351,4.7847739044598,4.571453908570922,4.488177200746645,4.605314121930435,4.558694294446993
금천구,4.526118916097603,4.805446288239942,5.968427125399906,5.167717264139412,5.575516098443658,5.169125678323133,4.967647312570097,5.26189084155862,4.850486936376507,4.778723222302989,5.0193478001466,4.971299800161572
영등포구,5.756727153039696,6.604326527539536,6.748382962315283,5.858284785259451,5.439769726875297,4.912309147412511,5.076374772870645,5.247804013216214,4.9082421120412105,4.792453841412761,5.025324723997987,5.1785905250775315
동작구,5.491640322002412,7.404531658078634,7.681161788657744,6.006767269047904,5.589288917639257,5.069101866103916,6.0909461110357,6.367714948308373,5.518192885161639,5.198864559746043,6.035989717223651,5.4958552474947515
관악구,5.601105816449019,6.353409540829855,7.3863138206154835,5.656235045716728,5.320254905322443,5.042886019703896,5.354668606236931,5.825584262979995,5.342129465352557,4.9620903678772414,5.08068017366136,5.476921297049498
서초구,6.330324930553154,8.01088724093787,7.68319384833402,6.056517415250048,5.858410583686589,6.6443633650786245,9.782058075147168,10.078552310019784,8.093436036781984,6.806637713858185,6.540543393482327,6.4977326660557795
강남구,6.681210799018271,8.281510886973114,8.147392688643873,6.092974790204242,6.153621595631418,5.6079103765679585,6.168705564773343,8.927143254282232,6.669000674585216,6.40634793397944,6.277749580957337,6.775731856740938
송파구,6.548515728843597,7.980056949748763,8.348647751724434,6.736490632268375,6.210914533112406,5.362531037701233,5.5888436740114145,7.063740931060076,6.052095965505748,5.817105799386927,5.935259443987871,6.112592372272207
강동구,7.173388975548487,8.843492983787097,8.923189745238288,6.291309424186088,5.560418344328793,5.037717939751212,5.587377551783444,5.943991513563855,5.488929201560597,6.052783128462775,5.567161735005285,5.675229275889947
