"행정구역(시군구)별",2021.01,2021.01,2021.02,2021.02,2021.03,2021.03,2021.04,2021.04,2021.05,2021.05,2021.06,2021.06,2021.07,2021.07,2021.08,2021.08,2021.09,2021.09,2021.10,2021.10,2021.11,2021.11,2021.12,2021.12
"행정구역(시군구)별",총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명),총전입 (명),총전출 (명)
"서울특별시",114415,124855,141936,151351,151617,157833,117475,127213,112967,121276,104704,112992,111646,120075,125161,133278,110490,118609,107123,116512,108106,118660,112547,121776
"종로구",1658,1887,2288,2490,2644,2697,1817,1978,1726,1918,1618,1916,1715,2035,1980,2114,1748,1758,1628,1764,1600,1805,1782,2066
"중구",1585,1758,1854,2052,1966,2144,1623,1680,1634,1744,1545,1621,1685,1752,1780,1864,1675,1685,1515,1589,1489,1561,1566,1676
"용산구",2892,2894,3768,3647,4462,3882,2991,3253,3074,3338,2824,3170,2944,3371,2785,3785,2612,3444,2492,2921,2483,2739,2684,3128
"성동구",3298,3809,4237,4826,4656,5041,3329,3744,3191,3640,2917,3485,3091,3591,3405,3943,3049,3502,2845,3471,2828,3412,2985,3611
"광진구",4059,4684,4726,5546,5432,5827,4431,4839,4220,4438,3845,4178,3988,4385,4246,4875,4163,4559,4065,4352,4144,4575,4203,4492
"동대문구",3537,4299,5209,5442,5640,5544,3853,4217,3753,4002,3566,3756,3747,3816,4300,4370,3902,3899,3520,3808,3513,3644,4415,4234
"중랑구",4266,4427,4499,5039,5129,5652,4392,4923,4217,4721,3926,4415,3917,4467,4776,5241,4593,4916,4228,4538,4418,4933,4506,4685
"성북구",6304,5743,7351,7051,6761,6949,4881,5319,4309,4704,4039,4346,4242,4553,4612,5123,4180,4383,4125,4636,3990,4681,4260,4906
"강북구",2906,3389,3208,4006,3802,4286,3372,3758,3156,3560,2936,3384,2885,3362,3196,3778,2745,3199,2870,3398,3025,3404,2956,3437
"도봉구",2601,3486,3151,3946,3754,4319,3267,3695,3297,3658,3117,3372,3084,3503,3181,3802,2817,3248,2981,3343,2804,3075,2841,3235
"노원구",5328,6452,6149,7556,6372,7049,4761,5501,4457,5121,4192,4710,4114,4942,4589,5703,4194,5138,4388,5208,4485,5247,5707,5846
"은평구",4490,5063,5008,5895,6021,6651,5167,5799,5958,5655,5611,5358,4847,5201,5100,5669,4743,5086,4948,5423,5904,5698,5472,5453
"서대문구",3507,3940,4599,5176,4930,5090,3333,3936,3378,3818,3091,3394,3139,3388,3510,3851,3217,3443,3084,3492,3248,3561,3448,3972
"마포구",4538,4914,5731,6035,6599,6786,6446,5431,5448,5089,4780,4618,4827,4800,5253,5368,4548,4717,4288,4549,4417,4856,4668,4961
"양천구",4096,4973,7471,6567,6162,6402,4325,4908,4227,4805,3900,4476,4161,4733,4397,5246,3821,4401,4152,4522,4037,4565,4203,4844
"강서구",6247,7255,8317,8459,9737,9491,7919,7733,7601,7766,6991,7019,6809,7329,6750,7496,6795,7306,6898,7376,6707,7278,6498,6860
"구로구",3675,4627,4350,5253,5175,5421,4064,4686,3908,4440,3510,4265,3775,4351,3853,4775,3906,4342,3946,4157,4018,4305,3990,4258
"금천구",2551,2652,2600,2934,3388,3440,2857,3062,3308,3101,3145,2818,3125,2633,3115,3005,2765,2888,2858,2730,3017,2872,2934,2912
"영등포구",5631,5038,6206,6076,6206,6220,5419,5391,4917,5137,4421,4668,4660,4755,4969,4799,4487,4660,4436,4506,4451,4935,4762,4923
"동작구",4646,5464,6461,7176,7245,6856,5479,5563,5001,5281,4517,4803,5575,5643,5734,6018,4881,5318,4378,5219,5494,5659,4846,5311
"관악구",7286,8112,8358,9133,9971,10248,7346,8138,7159,7426,6760,7086,7240,7484,7957,8106,7257,7497,6533,7178,6592,7451,7297,7852
"서초구",5255,5729,6476,7416,6102,7127,4685,5729,4530,5531,5306,6094,8301,8499,8243,9078,6262,7618,5200,6445,4715,6438,4989,6073
"강남구",7487,8193,9379,10064,8868,10145,6479,7730,6628,7706,6222,6828,6718,7633,11556,9317,8072,7548,7768,7257,7208,7511,7697,8174
"송파구",8829,9646,10344,12160,10653,12743,8787,10097,8295,9135,7051,8002,7507,8191,10350,9541,8690,8378,8115,8300,8162,8593,8398,8865
"강동구",7743,6421,10196,7406,9942,7823,6452,6103,5575,5542,4874,5210,5550,5658,5524,6411,5368,5676,5862,6330,5357,5862,5440,6002
