,EC급액,EC배액,pH급액,pH배액,내부이산화탄소,평균온도,J/Day,온도토양,온도급액,온도배액,EC비율,pH비율,과중,당도,산도
0,2.5935415747789374,3.2119154249707798,5.576972084905476,5.988323364597928,415.523007857421,19.374847111696596,1499.0,17.24707218386448,18.08803319269953,18.690650052130945,1.2384283545732442,1.073758891640467,205.0,4.1,4.0
1,2.6668552533279843,3.3438257277025674,5.577170106197436,6.005387850171182,403.2790200471751,20.561684210234397,1560.0,17.750356297530278,18.857401391950155,19.40500067809242,1.2538459759035618,1.076780470349632,210.0,4.7,4.0
2,3.2704497359410425,4.981654074074074,5.686015873015872,5.849148148148148,533.0284966229966,20.493121693121694,880.0666213147833,19.56959737293705,18.704591097985844,18.09901681982332,1.5232321167720524,1.0286900843711064,205.0,4.7,4.0
3,2.95793247311828,4.228351778591296,6.076204301075268,5.830677419354839,544.0744718772931,22.49160451612903,1013.0,16.894489247311828,17.831317204301076,17.304435483870968,1.4294957092559075,0.9595920628151066,206.0,4.7,4.5
4,2.95793247311828,3.965907479620185,6.076204301075268,5.830677419354839,565.8942093871798,22.49160451612903,1073.0,16.894489247311828,17.831317204301076,17.304435483870968,1.3407701209078948,0.9595920628151066,223.0,4.3,4.0
5,2.95793247311828,3.9349763579074626,6.076204301075268,5.830677419354839,566.8822716962201,22.49160451612903,1107.0,16.894489247311828,17.831317204301076,17.304435483870968,1.3303131135239115,0.9595920628151066,225.0,4.4,4.0
6,2.95793247311828,4.492935237608272,6.076204301075268,5.830677419354839,512.1350523293357,22.49160451612903,678.4474576271189,16.894489247311828,17.831317204301076,17.304435483870968,1.5189444919517643,0.9595920628151066,200.0,4.3,4.0
7,2.95793247311828,4.476805394732306,6.076204301075268,5.830677419354839,520.4092405937039,22.49160451612903,678.4474576271189,16.894489247311828,17.831317204301076,17.304435483870968,1.5134914117944065,0.9595920628151066,239.0,4.1,4.0
8,2.95793247311828,3.9445213903964724,6.076204301075268,5.830677419354839,569.0092835700167,22.49160451612903,1073.0,16.894489247311828,17.831317204301076,17.304435483870968,1.3335400406345723,0.9595920628151066,202.0,4.2,4.0
9,2.5763100361232576,3.246645069265684,5.643690159453734,6.012106954587205,438.44211937793455,18.971107730978495,1424.0,17.464019570037028,18.005253132922803,18.407679110897526,1.2601919115880647,1.065279415546287,280.0,4.1,3.5
10,2.95793247311828,4.214717899890864,6.076204301075268,5.830677419354839,528.4973824350265,22.49160451612903,936.0,16.894489247311828,17.831317204301076,17.304435483870968,1.4248864496381384,0.9595920628151066,195.0,4.8,4.0
11,2.95793247311828,4.489639623155302,6.076204301075268,5.830677419354839,516.6380548384465,22.49160451612903,678.4474576271189,16.894489247311828,17.831317204301076,17.304435483870968,1.5178303304612908,0.9595920628151066,234.0,4.2,4.0
12,2.9546244265826402,3.7931699754198096,5.677719387755102,5.792760204081633,459.7091836734694,21.850717147738692,1302.8461360604542,18.67456844144593,19.64956580199957,19.651799803890153,1.2838078306307927,1.0202618002880934,397.0,4.1,4.0
13,2.95793247311828,3.9455081435657853,6.076204301075268,5.830677419354839,569.0849887514499,22.49160451612903,1073.0,16.894489247311828,17.831317204301076,17.304435483870968,1.3338736362045458,0.9595920628151066,205.0,4.2,4.0
14,2.697547456825177,3.4878659241095313,5.6588230036669005,6.022013350066879,447.56769037336073,19.211957813384366,1323.9333333333334,17.624368787590008,18.083651602971234,18.415420996928944,1.2929766685975206,1.0641812522082121,248.0,4.2,4.0
15,2.632322632439708,3.3744814922042217,5.680719052353126,6.018509570558521,448.6488304143853,19.121239466216423,1412.0,17.527116842749646,18.0414375665255,18.395180990215565,1.281940690179251,1.0594626340595865,294.0,4.3,4.0
16,2.6633133133744566,3.4437391568760187,5.694869825104592,6.0281845255838284,449.89229046621483,19.437332919218836,1412.0,17.721850569894556,18.26282090821031,18.562344160062207,1.2930281764381493,1.0585289410848147,306.0,4.5,4.0
17,2.9824263051655944,4.335684444110008,5.721284210526316,5.924621052631579,589.9947368421052,18.61657894736842,1157.0,18.546501310270553,17.4099531917654,16.878149934978005,1.4537440327026878,1.035540419707022,157.0,4.2,4.0
18,2.5568786744505276,3.3464709046039225,5.794759493670886,5.949772151898734,498.4500285681703,15.893164556962024,1264.7755549284202,16.8329106955331,15.95823048904791,16.171400552832452,1.308810988195628,1.026750490403813,190.0,4.2,4.0
19,2.6213875623454435,3.25562667316078,5.56615503087387,5.991054509207382,410.5941968853955,19.67286714488045,1499.0,17.36279722803422,18.270652222385,18.871248127142223,1.2419478599524068,1.076336263718261,191.0,4.2,4.0
20,2.7707587529492024,3.7489449839655897,5.709284263959392,5.918208121827411,512.4010152284264,16.80045685279188,1199.0,17.835963061278015,16.86613088387714,16.849670871373174,1.3530391196906637,1.0365937039055628,329.0,4.2,4.0
21,2.95793247311828,4.587545917180162,6.076204301075268,5.830677419354839,515.5422053202304,22.49160451612903,678.4474576271189,16.894489247311828,17.831317204301076,17.304435483870968,1.5509299008249258,0.9595920628151066,140.0,4.2,4.5
22,2.95793247311828,4.084529152978693,6.076204301075268,5.830677419354839,571.1435217929467,22.49160451612903,1073.0,16.894489247311828,17.831317204301076,17.304435483870968,1.3808730219837453,0.9595920628151066,236.0,4.2,4.5
23,2.926546766575412,4.010456686862549,5.747905073232675,6.062259326921401,491.72614506866023,18.99853864514246,1000.0,18.060286134058522,17.96287873486786,17.959887159509858,1.3703716382279127,1.054690230559415,241.0,4.2,4.5
